SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AUBANK,EQ,530,547,523.7,541.65,536.75,525,10585689,5675821262.65,10-JUL-2017,99367,INE949L01017
AUBANK,EQ,1223.05,1257.45,1200.15,1233.15,1232,1223.1,824612,1018276020,07-APR-2021,47003,INE949L01017,
AUBANK,EQ,1238.95,1265,1234,1251.9,1250.3,1233.15,964208,1208859040.9,08-APR-2021,41766,INE949L01017,
AUBANK,EQ,1250,1250,1170.05,1174.5,1179.9,1251.9,1822389,2185238833.6,09-APR-2021,70223,INE949L01017,
AUBANK,EQ,1153,1153,1025.45,1076.5,1082,1174.5,2390990,2566002561,12-APR-2021,100420,INE949L01017,
AUBANK,EQ,1076.5,1105.9,1034.85,1080.8,1085,1076.5,2453716,2627354276.25,13-APR-2021,121976,INE949L01017,
AUBANK,EQ,1080.8,1104,1040,1055.45,1067.15,1080.8,2332608,2501412823,15-APR-2021,77741,INE949L01017,
AUBANK,EQ,1060,1099.5,1060,1077.1,1075.1,1055.45,1132546,1225662330,16-APR-2021,35209,INE949L01017,
AUBANK,EQ,1035,1035,973.3,1015.85,1014.05,1077.1,2142595,2156768937.6,19-APR-2021,78312,INE949L01017,
AUBANK,EQ,1025,1055,1020,1041.3,1039.55,1015.85,1478306,1538274586.9,20-APR-2021,52940,INE949L01017,
AUBANK,EQ,1010,1108.95,1005,1094.45,1090,1041.3,1728561,1836878020.1,22-APR-2021,59377,INE949L01017,
AUBANK,EQ,1089.85,1128.5,1053.3,1075.5,1069,1094.45,2257183,2477673782.6,23-APR-2021,68192,INE949L01017,
AUBANK,EQ,1081,1096,1045,1051.5,1048.95,1075.5,2303376,2470191969.6,26-APR-2021,63324,INE949L01017,
AUBANK,EQ,1049.95,1096.95,1038,1085.8,1088.25,1051.5,1585637,1692092534,27-APR-2021,46239,INE949L01017,
AUBANK,EQ,1095,1159,1071.65,1148.8,1140,1085.8,2143197,2399044706.65,28-APR-2021,58708,INE949L01017,
AUBANK,EQ,1145,1172,1115,1124.5,1125.15,1148.8,2613836,2971105656.55,29-APR-2021,68025,INE949L01017,
AUBANK,EQ,1072,1084,995.05,1004.3,1003,1124.5,6957375,7137264613.65,30-APR-2021,175907,INE949L01017,
AUBANK,EQ,949,950,914.25,924.05,924.6,1004.3,6959261,6466132839.1,03-MAY-2021,170359,INE949L01017,
AUBANK,EQ,940,957.45,912.6,915.5,916.5,924.05,3514455,3272429777.5,04-MAY-2021,97067,INE949L01017,
AUBANK,EQ,930,952.45,910,942.05,944.5,915.5,4578774,4280118280.2,05-MAY-2021,94246,INE949L01017,
AUBANK,EQ,951,972,934.75,956.95,958,942.05,2354405,2242835368.35,06-MAY-2021,51555,INE949L01017,
AUBANK,EQ,945,953.25,924.9,928.85,928.5,956.95,1811962,1693031566.25,07-MAY-2021,43887,INE949L01017,
AUBANK,EQ,944,950.9,935,946.75,950,928.85,1196605,1129375753.9,10-MAY-2021,32833,INE949L01017,
AUBANK,EQ,934,978.15,930.5,969.75,965,946.75,1875705,1797177374.65,11-MAY-2021,44062,INE949L01017,
AUBANK,EQ,960,965,946.9,954.75,956.95,969.75,1270987,1213484319.9,12-MAY-2021,29462,INE949L01017,
AUBANK,EQ,965,973.5,941.15,946.75,943.8,954.75,1027888,987785216.85,14-MAY-2021,24203,INE949L01017,
AUBANK,EQ,954.5,954.5,928.5,942.1,943.2,946.75,1703609,1601034007.3,17-MAY-2021,41690,INE949L01017,
AUBANK,EQ,956,990.55,951.1,986.6,987,942.1,2241294,2191666442.15,18-MAY-2021,73722,INE949L01017,
AUBANK,EQ,985,997.85,971,983.45,983.55,986.6,1362004,1339515901,19-MAY-2021,49777,INE949L01017,
AUBANK,EQ,980,989.35,958.55,960.1,960,983.45,1187206,1147711782.1,20-MAY-2021,44428,INE949L01017,
AUBANK,EQ,960.1,988.95,960.05,980.5,979.35,960.1,1169852,1145303876.1,21-MAY-2021,39555,INE949L01017,
AUBANK,EQ,985,989.85,970.25,978.4,976.4,980.5,832195,815711725.45,24-MAY-2021,32384,INE949L01017,
AUBANK,EQ,983,983.9,960.3,963.8,966,978.4,720362,698668476.05,25-MAY-2021,30158,INE949L01017,
AUBANK,EQ,970,973,952,963.05,961.8,963.8,1036499,996307417.6,26-MAY-2021,30258,INE949L01017,
AUBANK,EQ,968,994,964.15,982.3,982.85,963.05,1527546,1501060182.6,27-MAY-2021,43523,INE949L01017,
AUBANK,EQ,990,1008,982,995.45,994.95,982.3,2018038,2010772164.1,28-MAY-2021,44542,INE949L01017,
AUBANK,EQ,998.75,1000,979.65,988.55,989.4,995.45,741837,733055800.55,31-MAY-2021,22244,INE949L01017,
AUBANK,EQ,990,994.8,976,989.1,989.3,988.55,543662,535868857.65,01-JUN-2021,19807,INE949L01017,
AUBANK,EQ,987,1014.95,985.05,1009.8,1014,989.1,607384,608041196.75,02-JUN-2021,24542,INE949L01017,
AUBANK,EQ,1020,1024.4,998.4,1006.7,1007.5,1009.8,748133,754456789.15,03-JUN-2021,29475,INE949L01017,
AUBANK,EQ,1006,1020.3,997.4,1001.95,1008.8,1006.7,697026,703060418.85,04-JUN-2021,23168,INE949L01017,
AUBANK,EQ,1008.8,1029.85,1006,1022.1,1023,1001.95,596448,606399640.05,07-JUN-2021,22296,INE949L01017,
AUBANK,EQ,1029,1029.1,1003.05,1007.55,1007.5,1022.1,479679,484255889.6,08-JUN-2021,20520,INE949L01017,
AUBANK,EQ,1006.8,1020,981.25,995.8,996.4,1007.55,992296,993585986.45,09-JUN-2021,32654,INE949L01017,
AUBANK,EQ,1000,1001.25,980,992.55,994.05,995.8,777855,770049432.75,10-JUN-2021,31807,INE949L01017,
AUBANK,EQ,996,1063.7,996,1046.05,1050.9,992.55,3552844,3715395379.75,11-JUN-2021,95763,INE949L01017,
AUBANK,EQ,1050,1079.5,1011.55,1070,1069.1,1046.05,2489156,2622418500.35,14-JUN-2021,72062,INE949L01017,
AUBANK,EQ,1079.65,1087.6,1057.3,1061.35,1060,1070,1065680,1140459151.9,15-JUN-2021,36040,INE949L01017,
AUBANK,EQ,1064,1065.2,1036.2,1040.5,1041,1061.35,492630,517393418.9,16-JUN-2021,19067,INE949L01017,
AUBANK,EQ,1028,1056.35,1007.35,1026.3,1020,1040.5,1225606,1268171002.65,17-JUN-2021,37860,INE949L01017,
AUBANK,EQ,1027.9,1049.95,1007.65,1027.65,1024.8,1026.3,1479855,1517837331.95,18-JUN-2021,51528,INE949L01017,
AUBANK,EQ,1017.95,1061.7,1004.75,1053.4,1057.5,1027.65,1021068,1064919766.4,21-JUN-2021,30780,INE949L01017,
AUBANK,EQ,1065.1,1073.35,1025,1030.25,1032,1053.4,1201254,1255669349,22-JUN-2021,54824,INE949L01017,
AUBANK,EQ,1033.15,1047.15,1014.5,1017.15,1018.2,1030.25,610559,628506329.1,23-JUN-2021,22338,INE949L01017,
AUBANK,EQ,1025,1035,1006.6,1010.15,1009.05,1017.15,964693,983981571.5,24-JUN-2021,26830,INE949L01017,
AUBANK,EQ,1019.55,1040.3,1016.2,1035.6,1031,1010.15,725955,748408673.25,25-JUN-2021,21329,INE949L01017,
AUBANK,EQ,1040,1056,1029,1050.45,1055.95,1035.6,662050,691527425.95,28-JUN-2021,21180,INE949L01017,
AUBANK,EQ,1053.5,1085.55,1040,1077.3,1079.4,1050.45,2210068,2358730224.75,29-JUN-2021,50914,INE949L01017,
AUBANK,EQ,1080.2,1083.5,1032,1035.85,1039.5,1077.3,1611577,1698872176.15,30-JUN-2021,42162,INE949L01017,
AUBANK,EQ,1042,1044.9,1020.05,1022.65,1023.85,1035.85,900991,928250968.25,01-JUL-2021,27226,INE949L01017,
AUBANK,EQ,1024,1042.2,1024,1038.85,1039,1022.65,726010,752046326.3,02-JUL-2021,24236,INE949L01017,
AUBANK,EQ,1044.95,1047.5,1021.75,1030.35,1031,1038.85,656418,677908957.15,05-JUL-2021,19637,INE949L01017,
AUBANK,EQ,1056,1142.75,1056,1114.3,1115,1030.35,8577690,9588239186.95,06-JUL-2021,192430,INE949L01017,
AUBANK,EQ,1109,1133,1091,1125,1124,1114.3,1542754,1715356069.9,07-JUL-2021,41010,INE949L01017,
AUBANK,EQ,1115,1153.4,1111.75,1141.4,1143.8,1125,1965530,2239421100,08-JUL-2021,45568,INE949L01017,
AUBANK,EQ,1141,1200,1131.45,1194.7,1191.05,1141.4,3189531,3715281534.15,09-JUL-2021,62447,INE949L01017,
AUBANK,EQ,1190.95,1206.5,1176,1188,1187,1194.7,1788684,2125047189.65,12-JUL-2021,38742,INE949L01017,
AUBANK,EQ,1196,1202,1178.05,1181.7,1182.8,1188,777966,922955968.75,13-JUL-2021,22333,INE949L01017,
AUBANK,EQ,1181,1197.3,1180,1191.8,1189,1181.7,561721,668056952.2,14-JUL-2021,17918,INE949L01017,
AUBANK,EQ,1192,1260,1190.5,1248.4,1251,1191.8,1983177,2441760151.55,15-JUL-2021,57521,INE949L01017,
AUBANK,EQ,1251.5,1255,1222.15,1227.45,1228,1248.4,555921,685015056.1,16-JUL-2021,19619,INE949L01017,
